,Quote,Keyword
1157,Music isn't supposed to be something you do to show off your abilities to your rivals.,supposed
1158,"People aren't complicated. We work hard when we know that we'll get something in return, and we try to work even harder if that something is our own improvement.",hard
1159,"What do you know of death?!! Have you ever died?!! You think death will preserve your cause forever?!! Ridiculous!! Death leaves nothing behind!! Once a person passes on, nothing remains but dead bones!! If there is one thing I can’t stand, it is a person with no respect for life!! ",n’t stand
1166,Fear is what creates order.,creates
1167,"It can't be helped, if there's nothing you can do, then there's nothing else you can do.",helped
1168,Because of my last moments are such fulfillment.,moments
1171,"This world that we live in is gentle yet sad, fun yet sorrowful, strong yet ephemeral... ...but as long as you're alive, something good is bound to happen. I'm sure of it.",long
1172,"You yourself have to change first, or nothing will change for you!",change
1173,"Sake sure is nice. You can forget your troubles if only for a moment. You'll have to remember them tomorrow though, and they'll be even more painful than they were the night before. You can't run away from things like this. Especially from things you really want to forget.",forget your troubles
1174,"Ash to ashes, dust to dust, trash to trash can and useless people to uselessness box.",useless
1175,"'Slacking off' sounds bad. However, enjoying more of your day with the time you saved by doing your job in a clever way is definitely not a bad thing. Times like that are what makes a human's life rich. If you exaggerate, it could be called laziness, surely. However, people only become mature when they are able to balance work with enjoyment. In short, if all you care about is your job, you're not fully mature.",time
